Area,Year,average_rain_fall_mm_per_year,avg_temp,Decade,Date
Uruguay,2001,1348,17.61,2000s,2001-01-01 00:00:00
Uruguay,2002,1348,17.06,2000s,2002-01-01 00:00:00
Uruguay,2004,1338,17.22,2000s,2004-01-01 00:00:00
Uruguay,2005,1315,17.13,2000s,2005-01-01 00:00:00
Uruguay,2006,1323,17.13,2000s,2006-01-01 00:00:00
Uruguay,2007,1361,16.53,2000s,2007-01-01 00:00:00
Uruguay,2008,1307,17.43,2000s,2008-01-01 00:00:00
Uruguay,2009,1317,16.96,2000s,2009-01-01 00:00:00
Uruguay,2010,1307,17.11,2010s,2010-01-01 00:00:00
Uruguay,2011,1342,16.9,2010s,2011-01-01 00:00:00
Uruguay,2012,1329,17.53,2010s,2012-01-01 00:00:00
Uruguay,2013,1339,15.92,2010s,2013-01-01 00:00:00
Zambia,1990,1020,21.43,1990s,1990-01-01 00:00:00
Zambia,1991,1063,20.84,1990s,1991-01-01 00:00:00
Zambia,1992,1035,21.85,1990s,1992-01-01 00:00:00
Zambia,1993,1045,21,1990s,1993-01-01 00:00:00
Zambia,1994,1032,21.2,1990s,1994-01-01 00:00:00
Zambia,1995,1082,21.86,1990s,1995-01-01 00:00:00
Zambia,1996,1064,21.19,1990s,1996-01-01 00:00:00
Zambia,1997,1050,20.9,1990s,1997-01-01 00:00:00
Zambia,1998,1088,21.32,1990s,1998-01-01 00:00:00
Zambia,1999,1089,20.53,1990s,1999-01-01 00:00:00
Zambia,2000,1082,20.66,2000s,2000-01-01 00:00:00
Zambia,2001,1030,20.9,2000s,2001-01-01 00:00:00
Zambia,2002,1030,21.55,2000s,2002-01-01 00:00:00
Zambia,2004,1031,20.79,2000s,2004-01-01 00:00:00
Zambia,2005,1062,21.97,2000s,2005-01-01 00:00:00
Zambia,2006,1068,21.05,2000s,2006-01-01 00:00:00
Zambia,2007,1060,20.87,2000s,2007-01-01 00:00:00
Zambia,2008,1045,20.66,2000s,2008-01-01 00:00:00
Zambia,2009,1092,20.76,2000s,2009-01-01 00:00:00
Zambia,2010,1057,21.34,2010s,2010-01-01 00:00:00
Zambia,2011,1085,20.88,2010s,2011-01-01 00:00:00
Zambia,2012,1021,20.8,2010s,2012-01-01 00:00:00
Zambia,2013,1036,20.14,2010s,2013-01-01 00:00:00
Zimbabwe,1990,657,21.19,1990s,1990-01-01 00:00:00
Zimbabwe,1991,686,20.95,1990s,1991-01-01 00:00:00
Zimbabwe,1992,683,21.93,1990s,1992-01-01 00:00:00
Zimbabwe,1993,719,20.88,1990s,1993-01-01 00:00:00
Zimbabwe,1994,660,20.64,1990s,1994-01-01 00:00:00
Zimbabwe,1995,700,21.57,1990s,1995-01-01 00:00:00
Zimbabwe,1996,711,20.7,1990s,1996-01-01 00:00:00
Zimbabwe,1997,692,20.63,1990s,1997-01-01 00:00:00
Zimbabwe,1998,681,21.3,1990s,1998-01-01 00:00:00
Zimbabwe,1999,728,20.44,1990s,1999-01-01 00:00:00
Zimbabwe,2000,713,20.28,2000s,2000-01-01 00:00:00
Zimbabwe,2001,674,20.86,2000s,2001-01-01 00:00:00
Zimbabwe,2002,728,21.08,2000s,2002-01-01 00:00:00
Zimbabwe,2004,660,20.31,2000s,2004-01-01 00:00:00
Zimbabwe,2005,677,21.49,2000s,2005-01-01 00:00:00
Zimbabwe,2006,727,20.7,2000s,2006-01-01 00:00:00
Zimbabwe,2007,690,20.75,2000s,2007-01-01 00:00:00
Zimbabwe,2008,728,20.68,2000s,2008-01-01 00:00:00
Zimbabwe,2009,728,20.52,2000s,2009-01-01 00:00:00
Zimbabwe,2010,678,21.17,2010s,2010-01-01 00:00:00
Zimbabwe,2011,715,20.78,2010s,2011-01-01 00:00:00
Zimbabwe,2012,697,20.52,2010s,2012-01-01 00:00:00
Zimbabwe,2013,713,19.76,2010s,2013-01-01 00:00:00
